0	0	0	0	0	0
62	0	0	11	0	0
123	0	0	72	0	0
185	0	0	130	0	2
254	0	0	195	0	2
308	0	0	257	0	5
386	0	0	366	0	12
451	0	0	477	0	15
482	0	0	542	0	16
513	0	0	614	0	16
544	0	0	694	0	16
575	0	0	781	0	17
606	0	0	873	0	17
637	0	0	938	0	12
668	0	0	961	0	12
800	0	0	1023	0	4
924	0	0	1023	0	4
0	62	0	0	5	0
62	62	0	5	3	0
123	62	0	68	3	0
185	62	0	130	2	0
254	62	0	202	0	1
308	62	0	265	0	1
386	62	0	375	0	5
451	62	0	489	0	11
482	62	0	553	0	12
513	62	0	626	0	13
544	62	0	707	0	14
575	62	0	795	0	15
606	62	0	889	0	15
637	62	0	941	0	11
668	62	0	964	0	11
800	62	0	1023	0	4
924	62	0	1023	0	4
0	123	0	0	57	2
62	123	0	1	55	0
123	123	0	54	53	0
185	123	0	120	45	0
254	123	0	198	35	0
308	123	0	267	24	0
386	123	0	391	5	1
451	123	0	523	0	1
482	123	0	592	0	1
513	123	0	670	0	2
544	123	0	751	0	3
575	123	0	839	0	6
606	123	0	928	0	7
637	123	0	952	0	8
668	123	0	975	0	8
800	123	0	1023	0	4
924	123	0	1023	0	3
0	185	0	0	107	21
62	185	0	0	106	4
123	185	0	32	103	0
185	185	0	103	99	0
254	185	0	183	89	0
308	185	0	255	79	0
386	185	0	381	65	0
451	185	0	515	51	0
482	185	0	592	43	0
513	185	0	681	34	1
544	185	0	776	25	1
575	185	0	876	18	1
606	185	0	941	10	1
637	185	0	967	2	1
668	185	0	994	0	1
800	185	0	1023	0	2
924	185	0	1023	0	2
0	254	0	0	167	42
62	254	0	0	166	32
123	254	0	0	162	0
185	254	0	74	160	0
254	254	0	159	153	0
308	254	0	234	146	0
386	254	0	364	132	0
451	254	0	500	119	0
482	254	0	576	115	0
513	254	0	663	108	0
544	254	0	758	102	0
575	254	0	861	94	0
606	254	0	937	86	0
637	254	0	963	79	0
668	254	0	990	70	1
800	254	0	1023	16	1
924	254	0	1023	20	2
0	308	0	0	217	44
62	308	0	0	216	38
123	308	0	0	214	9
185	308	0	47	212	0
254	308	0	137	209	0
308	308	0	211	202	0
386	308	0	345	190	0
451	308	0	481	178	0
482	308	0	557	172	0
513	308	0	645	167	0
544	308	0	739	160	0
575	308	0	841	152	0
606	308	0	932	144	0
637	308	0	959	136	0
668	308	0	987	128	0
800	308	0	1023	83	1
924	308	0	1023	70	2
0	386	0	0	308	54
62	386	0	0	308	47
123	386	0	0	308	27
185	386	0	1	310	0
254	386	0	103	306	0
308	386	0	177	302	0
386	386	0	307	292	0
