0	0	0	0	0	0
62	0	0	1	0	0
123	0	0	17	0	0
185	0	0	64	0	1
254	0	0	114	0	1
308	0	0	163	0	1
386	0	0	248	0	2
451	0	0	339	0	2
482	0	0	394	0	2
513	0	0	452	0	3
544	0	0	517	0	3
575	0	0	594	0	3
606	0	0	678	0	3
637	0	0	762	0	3
668	0	0	834	0	3
800	0	0	1023	0	4
924	0	0	1023	0	4
0	62	0	0	1	0
62	62	0	1	1	0
123	62	0	15	1	0
185	62	0	64	1	0
254	62	0	120	0	0
308	62	0	169	0	1
386	62	0	255	0	1
451	62	0	349	0	2
482	62	0	403	0	2
513	62	0	462	0	2
544	62	0	529	0	2
575	62	0	606	0	3
606	62	0	692	0	3
637	62	0	771	0	3
668	62	0	843	0	3
800	62	0	1023	0	4
924	62	0	1023	0	4
0	123	0	0	8	1
62	123	0	0	6	0
123	123	0	6	5	0
185	123	0	60	4	0
254	123	0	117	3	0
308	123	0	171	3	0
386	123	0	268	1	0
451	123	0	378	0	0
482	123	0	435	0	1
513	123	0	497	0	1
544	123	0	567	0	1
575	123	0	647	0	1
606	123	0	733	0	2
637	123	0	805	0	2
668	123	0	877	0	2
800	123	0	1023	0	3
924	123	0	1023	0	3
0	185	0	0	54	2
62	185	0	0	53	1
123	185	0	3	51	0
185	185	0	51	49	0
254	185	0	110	44	0
308	185	0	164	40	0
386	185	0	262	32	0
451	185	0	372	22	0
482	185	0	435	16	0
513	185	0	506	9	0
544	185	0	589	4	0
575	185	0	681	3	0
606	185	0	771	2	0
637	185	0	852	1	1
668	185	0	933	0	1
800	185	0	1023	0	2
924	185	0	1023	0	2
0	254	0	0	102	4
62	254	0	0	101	3
123	254	0	0	98	0
185	254	0	34	97	0
254	254	0	98	94	0
308	254	0	153	91	0
386	254	0	252	86	0
451	254	0	360	81	0
482	254	0	422	78	0
513	254	0	493	74	0
544	254	0	574	71	0
575	254	0	666	66	0
606	254	0	760	62	0
637	254	0	841	57	0
668	254	0	922	51	0
800	254	0	1023	15	1
924	254	0	1023	20	2
0	308	0	0	144	12
62	308	0	0	143	4
123	308	0	0	142	2
185	308	0	12	140	0
254	308	0	86	139	0
308	308	0	142	136	0
386	308	0	241	131	0
451	308	0	347	126	0
482	308	0	410	123	0
513	308	0	479	120	0
544	308	0	560	117	0
575	308	0	649	114	0
606	308	0	748	110	0
