0	0	0	0	0	0
256	0	0	42	8	12
512	0	0	100	8	20
768	0	0	147	8	29
1024	0	0	191	8	38
1280	0	0	235	8	45
1536	0	0	278	8	51
1792	0	0	318	8	56
2048	0	0	361	8	61
2304	0	0	414	8	66
2560	0	0	473	8	70
2816	0	0	547	8	74
3072	0	0	635	8	77
3328	0	0	847	8	87
3584	0	0	995	8	90
3840	0	0	1023	13	88
4095	0	0	1023	26	85
0	256	0	8	39	19
256	256	0	36	35	8
512	256	0	99	31	8
768	256	0	151	22	8
1024	256	0	197	8	21
1280	256	0	240	8	32
1536	256	0	282	8	41
1792	256	0	322	8	49
2048	256	0	365	8	56
2304	256	0	418	8	62
2560	256	0	478	8	66
2816	256	0	551	8	71
3072	256	0	641	8	75
3328	256	0	747	8	79
3584	256	0	1003	8	88
3840	256	0	1022	8	86
4095	256	0	1023	43	85
0	512	0	8	92	34
256	512	0	15	91	8
512	512	0	91	89	8
768	512	0	146	84	8
1024	512	0	195	77	8
1280	512	0	243	65	8
1536	512	0	290	46	9
1792	512	0	333	17	13
2048	512	0	378	8	29
2304	512	0	432	8	41
2560	512	0	493	8	51
2816	512	0	569	8	59
3072	512	0	661	8	65
3328	512	0	769	8	70
3584	512	0	897	8	75
3840	512	0	1020	8	78
4095	512	0	1023	87	85
0	768	0	8	141	65
256	768	0	8	140	49
512	768	0	71	137	8
768	768	0	138	135	8
1024	768	0	189	131	8
1280	768	0	238	127	8
1536	768	0	286	120	8
1792	768	0	330	110	8
2048	768	0	382	98	9
2304	768	0	444	80	14
2560	768	0	518	49	17
2816	768	0	606	8	25
3072	768	0	701	8	38
3328	768	0	813	8	50
3584	768	0	947	8	59
3840	768	0	1020	8	63
4095	768	0	1023	128	85
0	1024	0	8	202	96
256	1024	0	8	201	85
512	1024	0	28	181	8
768	1024	0	124	179	8
1024	1024	0	181	177	8
1280	1024	0	232	174	8
1536	1024	0	280	170	8
1792	1024	0	326	166	8
2048	1024	0	376	159	8
2304	1024	0	439	151	8
2560	1024	0	513	140	8
2816	1024	0	605	127	14
3072	1024	0	716	109	18
3328	1024	0	850	85	22
3584	1024	0	1011	34	25
3840	1024	0	1023	8	29
4095	1024	0	1023	166	85
0	1280	0	8	243	106
256	1280	0	8	243	97
512	1280	0	8	223	49
768	1280	0	102	222	8
1024	1280	0	169	220	8
1280	1280	0	223	218	8
1536	1280	0	274	216	8
1792	1280	0	320	212	8
2048	1280	0	370	208	8
2304	1280	0	431	203	8
2560	1280	0	503	196	8
2816	1280	0	595	188	8
3072	1280	0	707	179	8
3328	1280	0	841	167	13
3584	1280	0	1002	154	18
3840	1280	0	1023	138	22
4095	1280	0	1023	205	86
0	1536	0	8	283	116
256	1536	0	8	283	109
512	1536	0	8	284	79
768	1536	0	61	264	8
1024	1536	0	154	263	8
1280	1536	0	213	261	8
1536	1536	0	266	259	8
1792	1536	0	314	257	8
2048	1536	0	363	254	8
2304	1536	0	423	250	8
2560	1536	0	492	246	8
2816	1536	0	582	240	8
3072	1536	0	692	234	8
3328	1536	0	825	226	8
3584	1536	0	987	216	8
3840	1536	0	1022	197	8
4095	1536	0	1023	244	89
0	1792	0	8	321	127
256	1792	0	8	321	121
512	1792	0	8	322	98
768	1792	0	8	304	31
1024	1792	0	134	304	8
1280	1792	0	201	302	8
1536	1792	0	256	301	8
1792	1792	0	307	299	8
2048	1792	0	355	297	8
2304	1792	0	414	295	8
2560	1792	0	482	291	8
2816	1792	0	568	288	8
3072	1792	0	675	283	8
3328	1792	0	805	278	8
3584	1792	0	962	271	8
3840	1792	0	1023	292	84
4095	1792	0	1023	282	92
0	2048	0	8	362	139
256	2048	0	8	362	134
512	2048	0	8	363	115
768	2048	0	8	342	64
1024	2048	0	103	343	8
1280	2048	0	186	342	8
1536	2048	0	246	340	8
1792	2048	0	299	338	8
2048	2048	0	347	337	8
2304	2048	0	405	334	8
2560	2048	0	473	332	8
2816	2048	0	556	330	8
3072	2048	0	659	326	8
3328	2048	0	785	323	8
3584	2048	0	938	319	8
3840	2048	0	1023	330	85
4095	2048	0	1023	319	97
0	2304	0	8	410	152
256	2304	0	8	411	148
512	2304	0	8	412	133
768	2304	0	8	415	98
1024	2304	0	32	390	8
1280	2304	0	166	389	8
1536	2304	0	233	387	8
1792	2304	0	289	385	8
2048	2304	0	338	383	8
2304	2304	0	396	381	8
2560	2304	0	463	378	8
2816	2304	0	544	376	8
3072	2304	0	644	373	8
3328	2304	0	766	370	8
3584	2304	0	915	366	8
3840	2304	0	1023	373	85
4095	2304	0	1023	357	102
0	2560	0	8	465	166
256	2560	0	8	466	163
